input,category
5排连续的座椅，可折叠的简易桌板，布材质的座椅表面，投影，顶灯，这个会议室适合进行小型学术会议，小型汇报。,0
以教室中轴线为分界线，两边对称，每一边由内向外呈扇形分布，我想拿这个会议室进行小组讨论。,3
这个会议室用途是学术会议，许多个桌子拼成U的形状，三面桌子前有椅子，桌子上有白纸和水，最前面有投影。,5
多层环形排列。,3
桌子排放成方形，周围排列着椅子。,5
有很多桌子，桌子排列呈U型，很多椅子分布在桌子的一侧。,5
都面向前方，没有桌子，十分密集，有八排椅子，都面向前方，没有过道，灯光很明亮，这个会议室适合进行学术会议、展会、讲座。,0
这个会议室适合进行小组讨论，分组摆放。,1
围绕房间中心拜访了多张椅子，没有桌子，有投影和白板，围绕中心，摆放灵活。,3
桌椅按排组织，从前到后逐渐身高，舞台后有白色幕布。,2
我想开展展会、晚会，大会堂。,0
这个会议室适合于学术会议，讲座，宣讲会。,0
大会堂，类似剧院和电影院，没有桌子，多排椅子，没有窗户，房间大，顶灯，我想开展展会、晚会。,0
中型会议室，多排课桌椅，中间有走道，投影仪，落地窗，地板。,2
桌子和椅子一配一，比较多车，围成小半圆形，有二层，灯光比较分散，此虚拟会议室目的是开展学术会议。,2
椭圆形桌子，两侧分布着椅子，两头中的一头有一把椅子，另一头有一个屏幕，这个会议室适合进行学术会议，组会。,4
有一个讲台，以及一排连着的桌子和椅子，有一个白板，桌面上有笔记本，这个会议室用途是小组讨论，学术会议。,5
这个会议室用途是适合小组讨论。,4
四排红色沙发椅子，每排八张，椅子有扶手和靠背。,0
两圈椅子面向中间，最中间的椅子更加紧密。,3
这个会议室适合于上课、小组讨论，很多组桌椅，若干椅子围着一个桌子。,1
三边U形布局的长桌，长桌的外侧有多把椅子，宽大的落地窗，教室前方有投影，这个会议室用途是适合学术会议和部门会议。,5
这个会议室适合进行学术会议，小组讨论，方形会议桌，桌子周围排列着椅子。,5
这个会议室适合于学术讨论，演说，五排半圆形长桌，每一排10余张椅子，椅子数量每排递增，前方和后方都有黑板和白板。,2
我想拿这个会议室进行学术会议、宣讲会、论坛讲座，讲台桌子位于会议室正面，其余桌椅呈半圆状面向会议室正面分布。,2
这个会议室用途是适合学术会议和部门会议，座位环绕布局适合交流。,5
整齐分布，较为紧凑，2列3排，落地窗，窗外为其他高楼，较小的投影和讲台，有一台钟和电脑。,2
小组讨论，，有一个讲台，以及一排连着的桌子和椅子，有一个白板，这个会议室用途是小组讨论，学术会议。,5
我想开展小组讨论。,4
我想开展学术会议，办公会议，校园展览，凹形桌，外围环绕摆放椅子，凹口放置了投影仪，地面有地毯，灯光以点灯源居多。,5
有多排椅子按照一定的间隔平行放置，一排上有很多椅子，没有桌子，有多排椅子按照一定的间隔平行放置，一排上有很多椅子，所有椅子面朝讲台，房间一侧是一个讲台，这个会议室用途是学术会议，展会。,0
这个会议室用途是晚会，桌椅分布在阶梯会议室内的中间走廊两侧，最后一排没有走廊。,0
这个会议室适合于小组讨论，工作讨论，有白板。,4
此虚拟会议室目的是开展年会，晚会，拍卖会，多，正式，有舞台。,1
小会议室，座位容纳6-8人，环绕演讲者，桌子拼成环形结构。,5
座位少，空间集中，小会议室，座位容纳6-8人，环绕演讲者，桌子拼成环形结构，有一个投影幕布，这个会议室用途是小组讨论。,5
中间有一个大桌子，很多椅子分布在桌子的周围。,4
两列多排桌椅，分布紧密，此虚拟会议室目的是开展展会，讲座，大型课堂。,2
桌椅分布在教师中间走廊的两侧，一张长桌对应两把椅子，一侧有三张长桌，这个会议室用途是课程教学。,2
无桌子，有椅子，椅子为折叠的沙发椅，围成大的半圆形，视线比较集中在中央。,0
单张桌子环绕若干张椅子，单张圆桌方便交流讨论。,4
外围五圈白色椅子围绕着中间五张椅子，椅子中间有一张圆桌，这个会议室适合进行沙龙。,3
此虚拟会议室目的是开展小组讨论，无桌子，椅子随意排布，背景比较鲜艳，地板比较花。,3
餐桌。,1
宽大的桌子，5个座位环绕布局，这个会议室适合进行小组讨论。,5
这个会议室适合于年会、晚会，有许多张圆桌子，但是都分散在会议室各个部分，不靠在一起，每张桌子围绕着七张椅子，每个圆桌最前面没有椅子。,1
这个会议室用途是授课、班级或年级会议，按列和排规律分成三列排布，有两个过道。,2
我想拿这个会议室进行展会，晚会，灯光比较集中在前部舞台，椅子比较豪华，铺了地毯，没有桌子，椅子是折叠椅子，整体氛围偏暗，铺了地毯。,0
多层弧形桌子，每张弧形桌子有多个椅子，投影仪居中，同一桌子的人到投影仪的距离相近。,2
这个会议室用途是课堂，面向讲台，比较集中，一张桌子配一张椅子。,2
这个会议室适合于学术会议，有讲台，有投影仪，每四张矩形桌子拼成一个更大的矩形。,1
这个会议室适合于小组讨论，以大圆桌的方式组织，根据会议室大小圆桌均匀分布在会议室内。,1
没有桌子，只有椅子，椅子较整齐的分成两部分放置在室内。,3
整齐分布，较为紧凑，2列3排，我想开展小课堂。,2
有很多排椅子，没有桌子，有一扇门，此虚拟会议室目的是开展电影院。,0
有讨论和研究的氛围，长桌两侧各有几把椅子，有一个投影，会议室落地窗，我想拿这个会议室进行适合学术会议。,4
这个会议室适合于头脑风暴、经验分享，没有桌子，所有人坐在椅子上围绕程圆圈。,3
都面向前方，四排红色椅子，比较紧凑，面对一个方向，这个会议室适合进行展会、小型讲座。,0
四排红色椅子，比较紧凑，面对一个方向，最前面有一个桌子。,0
每两张桌子并排放形成一条直线，两排桌子之间有一定间隔，间隔之间放置椅子，房间两侧有窗户，我想拿这个会议室进行小组讨论。,2
我想拿这个会议室进行年会，压抑，没有窗户很压抑。,0
我想拿这个会议室进行学术会议，数排、数列带桌子的椅子。,0
此虚拟会议室目的是开展班会，多点阵列，一桌一椅，教师前方有讲台黑板，侧面有窗户，光线明亮。,2
私密性好，小隔间，单桌，一面墙为落地窗，这个会议室用途是小组讨论。,4
正方形的桌子间隔放置，每张桌子的靠近摄像头的两侧各放两张桌子，房间一侧有窗帘和窗户，没有投影，没有讲台，天花板上有挂灯，这个会议室适合于小组讨论，晚会。,1
讲台桌子位于会议室正面，其余桌椅呈半圆状面向会议室正面分布，我想拿这个会议室进行学术会议、宣讲会、论坛讲座。,2
多组圆形排列，这个会议室适合进行小组讨论。,1
几张大桌子，每张桌子周围排列着椅子，此虚拟会议室目的是开展小组讨论，展会，年会，晚会。,1
这个会议室适合进行学术会议，公司会议，桌椅摆放情况方便面向一个方向。,5
没有桌子，椅子是折叠椅子，整体氛围偏暗，铺了地毯，灯光比较集中在前部舞台，椅子比较豪华，铺了地毯。,0
这个会议室适合于学术会议，年会，桌椅数量大，桌子由房间头到房间尾从低到高逐层放置在台阶上，每层上的桌子排列成直线，椅子是桌子自带的。,2
此虚拟会议室目的是开展小组讨论，展会，年会，晚会。,1
这个会议室适合进行采访会议。,3
这个会议室适合进行小组讨论，组内接近。,1
以小桌形式，一张桌子周围配置六个椅子。,1
椅子较多，我想拿这个会议室进行年会，晚会。,0
我想开展学术会议、小组讨论，普通的教室布局。,2
这个会议室用途是商业会议。,5
我想开展小组讨论，中间有一个大桌子，椅子分布在桌子的两端和一侧，落地窗。,4
多排阶梯上排列联排教室椅，主席台上有一排座位，这个会议室适合于年会。,0
我想开展讨论会、公司决策会。,5
我想开展讨论会、咨询会，几个桌子彼此分开，有四张桌子，彼此分开，每个桌子有六张椅子，椅子两两面对。,1
这个会议室用途是学术会议，同心圆由内向外辐射。,3
C型、环形的桌子和椅子。,5
u型桌子，比较扁，三面都有椅子。,5
有好多个圆桌彼此分开，每个圆桌各有10个椅子，围绕着圆桌，最前面有一个大讲台，有许多个圆桌彼此分开，这样既能看到最前方的讲台，也能方便小部分人彼此深度交流。,1
这个会议室适合进行学术会议，环绕的布局。,5
阶梯教室多排桌椅，这个会议室用途是上课。,2
这个会议室适合进行展会、晚会、学术会议、课堂，桌椅呈弧形阶梯布局，空间较大，类似大学教室的结构。,2
这个会议室适合进行小组讨论，组内接近，多组圆形排列。,1
